plat,model,sopir,hari,hard_brake,idle_minutes,overspeed,jarak_km,suhu_mesin,muatan_ton,tebal_rem_mm,kondisi_ban_pct,kondisi_aki_pct
AG 9666 EJ,UD Quester CKE,Andi Permana,94,7,5,3,319.1,85.2,10.2,8.05,92.7,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,95,12,17,3,276.0,79.1,9.1,8.03,92.6,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,96,4,21,1,261.2,80.6,11.7,8.02,92.6,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,97,8,23,2,440.8,85.9,9.3,7.99,92.5,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,98,8,17,2,331.5,80.7,12.1,7.97,92.5,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,99,6,13,3,450.4,81.2,9.2,7.95,92.4,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,100,9,18,3,332.9,84.4,11.3,7.93,92.3,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,101,6,21,3,310.6,82.1,9.8,7.91,92.3,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,102,8,19,2,268.4,76.6,10.5,7.9,92.3,95.3
AG 9666 EJ,UD Quester CKE,Andi Permana,103,7,21,4,311.4,77.9,10.1,7.88,92.2,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,104,11,27,3,307.3,82.4,13.0,7.86,92.1,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,105,7,14,4,223.9,79.6,9.8,7.85,92.1,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,106,9,13,0,292.9,81.2,10.7,7.83,92.1,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,107,7,22,2,299.0,82.8,11.1,7.81,92.0,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,108,6,6,1,375.4,82.4,12.4,7.79,92.0,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,109,8,13,4,283.2,77.6,11.2,7.77,91.9,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,110,5,16,1,331.3,84.1,11.6,7.76,91.9,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,111,5,9,3,310.1,81.0,10.6,7.74,91.8,95.2
AG 9666 EJ,UD Quester CKE,Andi Permana,112,6,19,3,385.1,81.9,12.1,7.72,91.7,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,113,8,22,0,325.3,88.3,9.0,7.7,91.7,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,114,10,27,3,256.9,82.0,11.8,7.69,91.6,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,115,4,21,2,299.7,79.3,12.7,7.67,91.6,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,116,8,16,2,316.3,77.2,12.5,7.65,91.5,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,117,7,22,1,336.1,83.6,12.1,7.63,91.5,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,118,10,15,2,317.5,80.9,14.2,7.61,91.4,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,119,3,33,3,326.5,80.1,10.7,7.6,91.4,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,120,6,25,3,422.9,81.8,11.0,7.57,91.3,95.1
AG 9666 EJ,UD Quester CKE,Andi Permana,121,7,14,1,370.6,83.7,10.7,7.55,91.2,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,122,8,14,2,378.4,85.7,12.8,7.53,91.2,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,123,5,11,0,295.4,81.7,11.4,7.52,91.1,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,124,9,14,3,401.3,81.3,10.4,7.49,91.1,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,125,7,7,3,264.7,85.0,10.2,7.48,91.0,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,126,6,11,3,360.4,81.3,13.1,7.46,91.0,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,127,7,17,2,293.6,79.7,10.3,7.44,90.9,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,128,8,6,0,297.6,77.3,9.0,7.42,90.9,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,129,8,14,1,338.7,83.0,12.3,7.4,90.8,95.0
AG 9666 EJ,UD Quester CKE,Andi Permana,130,3,11,1,352.5,91.3,11.6,7.39,90.8,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,131,6,9,0,380.7,80.3,10.3,7.37,90.7,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,132,10,6,3,281.3,87.6,9.6,7.35,90.7,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,133,8,6,4,381.6,81.0,11.3,7.33,90.6,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,134,9,18,2,325.6,83.0,10.9,7.31,90.5,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,135,8,11,1,309.5,84.1,8.8,7.29,90.5,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,136,7,21,2,335.1,81.8,10.9,7.27,90.4,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,137,6,16,1,321.1,81.7,9.3,7.25,90.4,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,138,4,17,3,416.5,86.0,12.0,7.23,90.3,94.9
AG 9666 EJ,UD Quester CKE,Andi Permana,139,7,17,1,281.4,83.2,9.7,7.22,90.3,94.8
AG 9666 EJ,UD Quester CKE,Andi Permana,140,7,2,3,274.1,78.4,11.7,7.2,90.2,94.8
AG 9666 EJ,UD Quester CKE,Andi Permana,141,9,16,1,370.5,80.4,10.6,7.18,90.2,94.8
AG 9666 EJ,UD Quester CKE,Andi Permana,142,10,19,2,315.8,82.8,11.1,7.16,90.1,94.8
AG 9666 EJ,UD Quester CKE,Andi Permana,143,5,24,1,319.8,85.1,10.6,7.14,90.1,94.8
AG 9666 EJ,UD Quester CKE,Andi Permana,144,9,16,2,342.9,83.8,11.5,7.12,90.0,94.8
AG 9666 EJ,UD Quester CKE,Andi Permana,145,9,23,1,411.0,77.6,10.0,7.1,90.0,94.8
AG 9666 EJ,UD Quester CKE,Andi Permana,146,7,10,3,371.7,80.5,11.4,7.08,89.9,94.8
AG 9666 EJ,UD Quester CKE,Andi Permana,147,8,5,2,351.5,79.9,9.2,7.06,89.8,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,148,5,16,1,361.6,83.9,11.3,7.04,89.8,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,149,9,21,3,263.6,86.1,12.4,7.02,89.7,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,150,6,12,3,230.9,83.9,12.7,7.01,89.7,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,151,6,18,2,388.4,83.0,10.4,6.99,89.6,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,152,4,17,2,219.1,79.6,10.0,6.98,89.6,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,153,6,16,2,327.6,89.4,10.2,6.96,89.5,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,154,5,26,4,271.5,86.3,8.4,6.95,89.5,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,155,13,27,3,378.2,84.0,9.9,6.92,89.4,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,156,9,25,1,329.2,79.0,10.7,6.9,89.4,94.7
AG 9666 EJ,UD Quester CKE,Andi Permana,157,6,24,5,272.5,85.0,11.9,6.89,89.3,94.6
AG 9666 EJ,UD Quester CKE,Andi Permana,158,3,22,0,302.9,80.0,8.8,6.87,89.3,94.6
AG 9666 EJ,UD Quester CKE,Andi Permana,159,9,11,2,330.6,84.9,9.5,6.85,89.2,94.6
AG 9666 EJ,UD Quester CKE,Andi Permana,160,8,15,1,387.1,88.9,11.1,6.83,89.2,94.6
AG 9666 EJ,UD Quester CKE,Andi Permana,161,6,12,3,331.7,79.5,8.6,6.81,89.1,94.6
AG 9666 EJ,UD Quester CKE,Andi Permana,162,8,9,2,420.6,80.2,12.2,6.79,89.1,94.6
AG 9666 EJ,UD Quester CKE,Andi Permana,163,5,22,3,357.9,80.8,11.6,6.77,89.0,94.6
AG 9666 EJ,UD Quester CKE,Andi Permana,164,8,28,1,401.7,80.0,10.5,6.75,88.9,94.6
AG 9666 EJ,UD Quester CKE,Andi Permana,165,6,14,2,410.3,84.0,12.4,6.73,88.9,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,166,7,24,3,287.6,85.8,12.7,6.71,88.8,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,167,8,22,4,316.2,80.5,11.3,6.69,88.8,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,168,10,18,3,335.1,83.5,10.1,6.67,88.7,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,169,8,22,0,248.4,77.4,12.7,6.65,88.7,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,170,5,19,5,349.3,84.2,9.7,6.64,88.6,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,171,7,11,0,333.9,83.6,10.1,6.62,88.5,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,172,5,15,1,371.8,84.0,12.9,6.6,88.5,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,173,6,17,2,310.5,76.7,11.4,6.58,88.4,94.5
AG 9666 EJ,UD Quester CKE,Andi Permana,174,11,23,5,380.3,82.2,11.6,6.56,88.4,94.4
AG 9666 EJ,UD Quester CKE,Andi Permana,175,9,7,3,325.6,87.1,11.3,6.54,88.3,94.4
AG 9666 EJ,UD Quester CKE,Andi Permana,176,2,19,0,401.1,80.4,9.3,6.52,88.3,94.4
AG 9666 EJ,UD Quester CKE,Andi Permana,177,5,11,2,283.7,81.8,8.8,6.51,88.2,94.4
AG 9666 EJ,UD Quester CKE,Andi Permana,178,6,25,1,365.3,78.9,11.6,6.49,88.2,94.4
AG 9666 EJ,UD Quester CKE,Andi Permana,179,9,25,2,367.9,78.8,10.3,6.46,88.1,94.4
AG 9666 EJ,UD Quester CKE,Andi Permana,180,5,19,1,368.8,90.1,11.6,6.45,88.0,94.4
AG 9666 EJ,UD Quester CKE,Andi Permana,181,10,10,2,342.9,82.9,13.2,6.42,88.0,94.4
AG 9666 EJ,UD Quester CKE,Andi Permana,182,5,19,0,354.4,84.2,10.7,6.4,87.9,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,183,8,13,0,276.6,80.1,9.1,6.39,87.9,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,184,4,12,2,338.3,79.0,9.6,6.37,87.8,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,185,6,19,0,302.6,85.6,9.8,6.36,87.8,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,186,4,16,1,179.1,83.3,11.9,6.35,87.8,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,187,7,23,3,284.0,88.8,11.2,6.33,87.7,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,188,8,11,0,271.4,85.4,13.0,6.32,87.7,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,189,7,17,4,407.0,78.3,12.9,6.29,87.6,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,190,6,23,1,387.8,78.4,12.3,6.27,87.5,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,191,8,7,4,277.3,86.1,11.0,6.26,87.5,94.3
AG 9666 EJ,UD Quester CKE,Andi Permana,192,4,11,8,457.9,82.0,11.4,6.23,87.4,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,193,9,9,3,385.3,83.7,12.6,6.21,87.3,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,194,7,23,3,246.7,85.5,12.5,6.2,87.3,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,195,7,9,3,348.4,83.6,11.0,6.18,87.2,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,196,9,18,1,242.2,81.3,12.0,6.16,87.2,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,197,6,22,0,275.4,79.5,11.0,6.15,87.1,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,198,10,30,4,223.3,80.4,6.8,6.13,87.1,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,199,7,26,3,233.9,86.8,12.4,6.12,87.1,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,200,10,23,1,229.0,86.2,11.8,6.1,87.0,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,201,3,11,1,371.0,82.6,10.5,6.09,87.0,94.2
AG 9666 EJ,UD Quester CKE,Andi Permana,202,6,10,4,291.0,86.1,9.0,6.07,86.9,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,203,6,28,3,304.0,80.8,9.7,6.06,86.9,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,204,8,22,3,327.7,84.5,9.0,6.04,86.8,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,205,8,19,3,300.5,80.3,9.1,6.02,86.8,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,206,10,16,2,302.3,79.8,10.1,6.0,86.7,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,207,9,20,3,383.8,89.3,10.8,5.98,86.7,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,208,6,19,3,329.1,80.0,11.0,5.96,86.6,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,209,8,19,0,243.5,84.8,10.3,5.95,86.6,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,210,11,25,0,387.5,87.5,10.2,5.92,86.5,94.1
AG 9666 EJ,UD Quester CKE,Andi Permana,211,7,13,0,417.7,74.9,9.9,5.9,86.4,94.0
AG 9666 EJ,UD Quester CKE,Andi Permana,212,6,18,0,405.5,77.2,8.4,5.88,86.4,94.0
AG 9666 EJ,UD Quester CKE,Andi Permana,213,7,9,2,290.3,85.1,9.6,5.86,86.3,94.0
AG 9666 EJ,UD Quester CKE,Andi Permana,214,10,20,1,365.3,83.1,11.8,5.84,86.3,94.0
AG 9666 EJ,UD Quester CKE,Andi Permana,215,8,19,2,380.8,86.2,11.0,5.82,86.2,94.0
AG 9666 EJ,UD Quester CKE,Andi Permana,216,8,22,5,409.8,85.7,10.3,5.79,86.2,94.0
AG 9666 EJ,UD Quester CKE,Andi Permana,217,4,20,3,309.2,78.7,13.0,5.78,86.1,94.0
AG 9666 EJ,UD Quester CKE,Andi Permana,218,8,9,2,257.1,84.7,13.2,5.76,86.1,94.0
AG 9666 EJ,UD Quester CKE,Andi Permana,219,6,16,2,318.7,80.3,12.6,5.74,86.0,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,220,7,17,2,261.0,85.5,12.6,5.73,86.0,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,221,3,21,3,401.6,86.3,14.2,5.71,85.9,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,222,8,23,2,286.8,84.8,12.1,5.69,85.8,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,223,8,7,0,373.2,81.6,11.3,5.67,85.8,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,224,8,16,2,323.8,84.4,11.4,5.65,85.7,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,225,5,17,1,359.3,81.3,11.7,5.63,85.7,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,226,6,24,4,355.4,81.6,9.6,5.61,85.6,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,227,9,16,2,309.6,78.5,12.2,5.59,85.6,93.9
AG 9666 EJ,UD Quester CKE,Andi Permana,228,7,5,2,256.5,84.4,11.4,5.58,85.5,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,229,10,8,4,359.6,78.6,13.2,5.56,85.4,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,230,7,10,4,271.1,86.1,10.6,5.54,85.4,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,231,6,9,1,339.8,77.7,11.7,5.52,85.3,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,232,6,14,3,319.8,86.4,8.1,5.51,85.3,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,233,8,17,1,383.2,84.4,11.1,5.48,85.2,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,234,6,12,1,406.1,85.1,11.5,5.46,85.2,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,235,6,29,1,310.2,88.1,10.7,5.45,85.1,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,236,10,19,1,320.2,80.5,11.7,5.43,85.1,93.8
AG 9666 EJ,UD Quester CKE,Andi Permana,237,9,19,3,273.8,85.9,11.9,5.41,85.0,93.7
AG 9666 EJ,UD Quester CKE,Andi Permana,238,7,15,2,281.0,78.2,10.4,5.39,85.0,93.7
AG 9666 EJ,UD Quester CKE,Andi Permana,239,5,14,1,326.7,82.2,6.8,5.38,84.9,93.7
AG 9666 EJ,UD Quester CKE,Andi Permana,240,8,17,4,319.2,85.9,10.6,5.36,84.9,93.7
AG 9666 EJ,UD Quester CKE,Andi Permana,241,8,11,4,402.5,88.3,10.1,5.34,84.8,93.7
AG 9666 EJ,UD Quester CKE,Andi Permana,242,8,8,0,362.0,82.3,9.1,5.31,84.8,93.7
AG 9666 EJ,UD Quester CKE,Andi Permana,243,7,22,2,398.6,80.7,12.2,5.29,84.7,93.7
AG 9666 EJ,UD Quester CKE,Andi Permana,244,6,24,0,343.7,83.3,11.4,5.27,84.6,93.7
AG 9666 EJ,UD Quester CKE,Andi Permana,245,6,19,2,302.0,86.9,10.9,5.26,84.6,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,246,4,13,4,281.0,84.3,9.9,5.24,84.5,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,247,4,20,2,418.4,86.0,12.4,5.22,84.5,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,248,9,21,0,318.1,84.7,10.4,5.2,84.4,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,249,7,21,4,280.3,84.7,11.5,5.19,84.4,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,250,5,14,2,407.5,81.4,11.3,5.17,84.3,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,251,9,28,3,214.4,85.4,11.1,5.15,84.3,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,252,5,21,5,342.5,77.8,12.7,5.14,84.2,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,253,7,21,2,356.1,84.7,11.8,5.12,84.1,93.6
AG 9666 EJ,UD Quester CKE,Andi Permana,254,7,12,2,374.4,80.4,9.4,5.1,84.1,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,255,9,27,2,364.1,83.8,8.0,5.08,84.0,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,256,7,25,0,261.4,80.5,10.2,5.06,84.0,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,257,8,25,4,367.0,77.9,8.7,5.04,83.9,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,258,8,7,3,346.3,81.3,7.5,5.02,83.9,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,259,7,20,1,270.9,83.5,8.9,5.01,83.8,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,260,8,23,0,302.0,82.5,10.8,4.99,83.8,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,261,5,9,1,366.4,84.4,11.6,4.97,83.7,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,262,9,10,2,320.8,74.0,11.1,4.95,83.7,93.5
AG 9666 EJ,UD Quester CKE,Andi Permana,263,7,10,3,375.5,83.9,8.6,4.93,83.6,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,264,5,18,1,318.3,79.4,11.0,4.91,83.6,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,265,10,19,4,379.3,81.6,10.6,4.89,83.5,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,266,10,21,4,340.2,81.5,10.4,4.87,83.4,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,267,10,17,4,408.3,85.4,11.8,4.84,83.4,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,268,10,12,2,261.7,78.2,10.7,4.82,83.3,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,269,7,20,1,308.3,85.2,8.9,4.81,83.3,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,270,7,24,2,307.8,86.4,9.0,4.79,83.2,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,271,5,12,3,242.8,86.4,10.8,4.78,83.2,93.4
AG 9666 EJ,UD Quester CKE,Andi Permana,272,9,24,1,332.0,82.0,10.7,4.76,83.1,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,273,6,23,2,312.6,86.0,11.9,4.74,83.1,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,274,7,14,4,272.9,85.9,11.6,4.73,83.0,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,275,4,17,0,311.9,83.5,9.5,4.71,83.0,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,276,2,16,2,310.3,82.6,10.6,4.7,83.0,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,277,5,28,3,307.6,80.2,10.3,4.68,82.9,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,278,6,17,4,286.8,83.2,11.8,4.67,82.8,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,279,5,13,0,423.5,84.2,10.1,4.65,82.8,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,280,6,10,2,312.2,79.9,9.8,4.63,82.7,93.3
AG 9666 EJ,UD Quester CKE,Andi Permana,281,8,14,0,334.6,80.6,11.6,4.61,82.7,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,282,10,5,1,338.6,82.4,12.4,4.59,82.6,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,283,7,18,3,293.6,84.2,11.3,4.57,82.6,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,284,7,5,1,341.2,82.4,11.8,4.55,82.5,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,285,8,19,3,358.5,81.1,10.8,4.53,82.5,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,286,5,26,0,216.4,89.0,10.7,4.52,82.4,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,287,9,21,4,363.5,84.5,7.8,4.5,82.4,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,288,5,1,1,301.7,82.3,9.6,4.48,82.3,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,289,6,14,3,372.8,83.3,11.6,4.46,82.3,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,290,7,24,5,196.5,86.1,9.1,4.45,82.2,93.2
AG 9666 EJ,UD Quester CKE,Andi Permana,291,7,18,3,328.2,82.6,11.2,4.44,82.2,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,292,6,5,2,289.8,80.2,9.6,4.42,82.1,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,293,3,14,2,373.2,80.9,12.9,4.4,82.1,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,294,8,10,1,442.2,84.9,10.1,4.38,82.0,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,295,9,9,1,202.9,84.5,9.3,4.37,82.0,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,296,7,7,2,326.9,78.2,10.2,4.35,81.9,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,297,7,19,5,398.0,80.6,9.9,4.33,81.8,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,298,4,11,3,243.6,82.2,10.4,4.31,81.8,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,299,5,9,0,259.9,82.4,11.6,4.3,81.8,93.1
AG 9666 EJ,UD Quester CKE,Andi Permana,300,10,19,3,419.5,83.7,12.1,4.27,81.7,93.0
AG 9666 EJ,UD Quester CKE,Andi Permana,301,6,21,2,317.7,87.3,9.2,4.26,81.6,93.0
AG 9666 EJ,UD Quester CKE,Andi Permana,302,5,24,4,331.7,83.7,11.5,4.24,81.6,93.0
AG 9666 EJ,UD Quester CKE,Andi Permana,303,8,18,1,399.1,82.0,9.5,4.22,81.5,93.0
AG 9666 EJ,UD Quester CKE,Andi Permana,304,7,19,3,384.5,81.5,10.7,4.2,81.5,93.0
AG 9666 EJ,UD Quester CKE,Andi Permana,305,5,18,1,298.6,85.6,11.0,4.18,81.4,93.0
AG 9666 EJ,UD Quester CKE,Andi Permana,306,10,24,2,350.5,81.9,12.2,4.16,81.4,93.0
AG 9666 EJ,UD Quester CKE,Andi Permana,307,8,22,1,256.1,84.2,11.7,4.14,81.3,93.0
AG 9666 EJ,UD Quester CKE,Andi Permana,308,7,20,1,382.7,86.2,12.1,4.12,81.3,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,309,7,24,0,362.5,84.8,11.5,4.1,81.2,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,310,5,18,2,223.3,79.1,12.3,4.09,81.2,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,311,6,23,4,361.0,80.8,12.0,4.07,81.1,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,312,7,17,1,303.5,80.0,12.0,4.05,81.0,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,313,10,22,2,314.1,84.1,10.3,4.03,81.0,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,314,7,12,3,369.6,85.4,11.5,4.01,80.9,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,315,8,10,1,349.2,86.0,10.5,3.99,80.9,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,316,7,17,0,344.2,81.0,11.6,3.97,80.8,92.9
AG 9666 EJ,UD Quester CKE,Andi Permana,317,7,16,2,313.0,78.6,12.0,3.95,80.8,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,318,6,14,2,269.6,81.2,13.3,3.94,80.7,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,319,7,12,0,386.1,79.6,10.1,3.92,80.7,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,320,6,11,2,300.7,84.5,11.0,3.9,80.6,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,321,10,25,1,313.0,89.1,9.3,3.88,80.6,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,322,8,20,1,287.0,88.2,13.2,3.86,80.5,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,323,8,8,4,254.5,84.8,8.7,3.85,80.5,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,324,7,22,0,301.9,83.1,10.4,3.83,80.4,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,325,5,16,4,406.3,84.8,12.8,3.81,80.4,92.8
AG 9666 EJ,UD Quester CKE,Andi Permana,326,6,20,1,492.2,83.0,11.8,3.79,80.3,92.7
AG 9666 EJ,UD Quester CKE,Andi Permana,327,3,21,2,356.5,82.7,10.6,3.77,80.2,92.7
AG 9666 EJ,UD Quester CKE,Andi Permana,328,6,16,4,310.8,89.4,10.9,3.75,80.2,92.7
AG 9666 EJ,UD Quester CKE,Andi Permana,329,10,24,0,256.7,80.6,8.8,3.74,80.1,92.7
AG 9666 EJ,UD Quester CKE,Andi Permana,330,6,17,3,340.9,82.7,12.1,3.72,80.1,92.7
AG 9666 EJ,UD Quester CKE,Andi Permana,331,9,28,2,198.4,83.9,13.7,3.71,80.1,92.7
AG 9666 EJ,UD Quester CKE,Andi Permana,332,9,24,2,381.2,86.6,10.4,3.68,80.0,92.7
